from_tile_index,to_tile_index,from_x_px,from_y_px,to_x_px,to_y_px,method,fft_response,fft_corr_x_px,fft_corr_y_px,used_corr_x_px,used_corr_y_px,fallback_reason,fft_ms,lvp_fallback_ms
14,24,831,208,831,415,fft,0.40485979815324147,-5,-6,-5,-6,,0.28437492437660694,0.0
23,33,623,415,623,623,fft,1.0047108808325396,6,0,6,0,,0.2418749500066042,0.0
32,42,415,623,415,831,fft,0.5584788201583757,7,4,7,4,,0.2692500129342079,0.0
41,51,208,831,208,1038,fft,0.607953350742658,8,3,8,3,,0.2732500433921814,0.0
50,60,0,1038,0,1246,fft,0.7602551216880481,3,2,3,2,,0.27058389969170094,0.0
6,7,1246,0,1454,0,fft,0.6538181715541416,-4,0,-4,0,,0.3017911221832037,0.0
6,16,1246,0,1246,208,fft,0.597239770160781,3,-4,3,-4,,0.2721669152379036,0.0
15,25,1038,208,1038,415,fft,0.6630182062586149,-4,-6,-4,-6,,0.27350010350346565,0.0
24,34,831,415,831,623,fft,0.42592483080095717,8,7,8,7,,0.28375000692903996,0.0
33,43,623,623,623,831,lvp_fallback,0.3533117287688785,-10,-7,-10,-9,fft_inconsistent_with_neighbors,0.26825000531971455,9.142333874478936
42,52,415,831,415,1038,fft,0.8632158862219916,1,1,1,1,,0.2824158873409033,0.0
51,61,208,1038,208,1246,fft,0.29318589386012817,-4,-7,-4,-7,,0.25708298198878765,0.0
60,70,0,1246,0,1454,fft,0.9835200483600298,2,1,2,1,,0.2771657891571522,0.0
7,8,1454,0,1661,0,fft,1.003132144941224,-1,-1,-1,-1,,0.27883402071893215,0.0
7,17,1454,0,1454,208,fft,0.9127306449744437,1,-1,1,-1,,0.2685419749468565,0.0
16,26,1246,208,1246,415,fft,1.0069223801294962,-5,0,-5,0,,0.2885840367525816,0.0
25,35,1038,415,1038,623,fft,0.8611107036471367,6,3,6,3,,0.27541699819266796,0.0
34,44,831,623,831,831,fft,0.7692752513620589,-7,-3,-7,-3,,0.26766606606543064,0.0
43,53,623,831,623,1038,fft,0.29638930964801047,1,8,1,8,,0.29262504540383816,0.0
52,62,415,1038,415,1246,lvp_fallback,0.09376818488041559,-3,-8,-3,-9,fft_response_low,0.28425012715160847,9.175791870802641
61,71,208,1246,208,1454,fft,0.2573702950030565,-3,9,-3,9,,0.3007079940289259,0.0
70,80,0,1454,0,1661,fft,0.4996519254313575,-4,-3,-4,-3,,0.26641692966222763,0.0
8,9,1661,0,1869,0,fft,0.8025589888294538,1,0,1,0,,0.28604199178516865,0.0
8,18,1661,0,1661,208,fft,0.7281744069523282,3,4,3,4,,0.269290991127491,0.0
17,27,1454,208,1454,415,fft,0.9175148939920796,6,-2,6,-2,,0.28425012715160847,0.0
26,36,1246,415,1246,623,fft,0.9130071818828582,-2,-1,-2,-1,,0.27029216289520264,0.0
35,45,1038,623,1038,831,fft,0.49003217303090624,-2,-4,-2,-4,,0.2808340359479189,0.0
44,54,831,831,831,1038,fft,0.6977287921640608,5,-2,5,-2,,0.2870000898838043,0.0
53,63,623,1038,623,1246,fft,0.26930567092365687,2,-7,2,-7,,0.2658748999238014,0.0
62,72,415,1246,415,1454,fft,0.4296103917890125,-3,6,-3,6,,0.2578750718384981,0.0
71,81,208,1454,208,1661,lvp_fallback,0.02032488418949975,9,5,8,-9,fft_response_low,0.274792080745101,9.727915981784463
80,90,0,1661,0,1869,fft,0.9971557592352231,4,1,4,1,,0.3000418655574322,0.0
9,19,1869,0,1869,208,fft,0.7429910365078184,0,-3,0,-3,,0.2948748879134655,0.0
18,28,1661,208,1661,415,fft,0.7174968731072214,4,-3,4,-3,,0.3051247913390398,0.0
27,37,1454,415,1454,623,fft,0.9364237934350967,-9,2,-9,2,,0.2519581466913223,0.0
36,46,1246,623,1246,831,fft,0.6933108114533955,-2,3,-2,3,,0.2726251259446144,0.0
45,55,1038,831,1038,1038,fft,0.26870304395755135,-5,7,-5,7,,0.2732910215854645,0.0
54,64,831,1038,831,1246,fft,0.9268626315726174,1,1,1,1,,0.26987516321241856,0.0
63,73,623,1246,623,1454,fft,0.32339038881990645,4,7,4,7,,0.2636250574141741,0.0
72,82,415,1454,415,1661,fft,0.9813525632023812,5,-1,5,-1,,0.2891670446842909,0.0
81,91,208,1661,208,1869,fft,0.9442956955068641,-5,0,-5,0,,0.2772908192127943,0.0
19,29,1869,208,1869,415,fft,0.5569158398442798,0,5,0,5,,0.2810000441968441,0.0
28,38,1661,415,1661,623,fft,0.9877631842262216,1,-1,1,-1,,0.28579216450452805,0.0
37,47,1454,623,1454,831,fft,0.7359608906010787,0,-3,0,-3,,0.25349995121359825,0.0
46,56,1246,831,1246,1038,fft,0.3673977366752095,1,4,1,4,,0.2644159831106663,0.0
55,65,1038,1038,1038,1246,fft,0.7352789438433117,6,-1,6,-1,,0.2782498486340046,0.0
64,74,831,1246,831,1454,fft,0.9667188520232837,3,-1,3,-1,,0.23950007744133472,0.0
73,83,623,1454,623,1661,fft,0.5271258797910479,3,-6,3,-6,,0.28345780447125435,0.0
82,92,415,1661,415,1869,fft,0.8660430449578497,-9,-2,-9,-2,,0.25795912370085716,0.0
29,39,1869,415,1869,623,fft,0.6906791451904509,-3,-5,-3,-5,,0.2636250574141741,0.0
38,48,1661,623,1661,831,fft,1.0185596876674228,-7,1,-7,1,,0.2759997732937336,0.0
47,57,1454,831,1454,1038,fft,0.884178820417987,10,3,10,3,,0.2932921051979065,0.0
56,66,1246,1038,1246,1246,lvp_fallback,0.21983561515808106,-2,-6,-2,-7,fft_response_low,0.28304196894168854,9.19470889493823
65,75,1038,1246,1038,1454,fft,0.5957362173332108,1,-4,1,-4,,0.2901668194681406,0.0
74,84,831,1454,831,1661,fft,0.6344153513511022,-6,1,-6,1,,0.31841592863202095,0.0
83,93,623,1661,623,1869,fft,0.37070212612549464,-5,4,-5,4,,0.32466696575284004,0.0
39,49,1869,623,1869,831,fft,0.4768151217036777,5,6,5,6,,0.26295892894268036,0.0
48,58,1661,831,1661,1038,fft,1.0010709987746345,7,0,7,0,,0.24229101836681366,0.0
57,67,1454,1038,1454,1246,fft,0.6812614815102683,-5,-3,-5,-3,,0.2647920046001673,0.0
66,76,1246,1246,1246,1454,fft,0.9442947089672089,9,-1,9,-1,,0.2668339293450117,0.0
75,85,1038,1454,1038,1661,fft,0.681566676000754,-7,5,-7,5,,0.26179198175668716,0.0
84,94,831,1661,831,1869,fft,0.9202270441585116,1,-2,1,-2,,0.27429196052253246,0.0
49,59,1869,831,1869,1038,fft,0.571126387682226,-5,-5,-5,-5,,0.26012491434812546,0.0
58,68,1661,1038,1661,1246,fft,0.9679347135954433,1,-1,1,-1,,0.2550838980823755,0.0
67,77,1454,1246,1454,1454,fft,1.0139310995737711,4,0,4,0,,0.26708398945629597,0.0
76,86,1246,1454,1246,1661,fft,0.8334314136041535,-6,4,-6,4,,0.25895796716213226,0.0
85,95,1038,1661,1038,1869,fft,0.6162632097800572,3,-2,3,-2,,0.2643330954015255,0.0
59,69,1869,1038,1869,1246,fft,0.9056355688307021,4,2,4,2,,0.27012499049305916,0.0
68,78,1661,1246,1661,1454,fft,0.9364403935770194,-3,-2,-3,-2,,0.27712504379451275,0.0
77,87,1454,1454,1454,1661,fft,0.7326114985677931,1,2,1,2,,0.29262504540383816,0.0
86,96,1246,1661,1246,1869,fft,0.9607661757204268,-3,1,-3,1,,0.27429196052253246,0.0
69,79,1869,1246,1869,1454,fft,0.9437913970814811,1,1,1,1,,0.2597498241811991,0.0
78,88,1661,1454,1661,1661,fft,0.9666463870141241,-1,0,-1,0,,0.29787514358758926,0.0
87,97,1454,1661,1454,1869,fft,0.9903125015397867,-6,0,-6,0,,0.2572499215602875,0.0
79,89,1869,1454,1869,1661,fft,0.7750160134087006,-5,3,-5,3,,0.27295807376503944,0.0
88,98,1661,1661,1661,1869,fft,0.7923046858774291,-5,3,-5,3,,0.24874997325241566,0.0
89,99,1869,1661,1869,1869,fft,0.42277958914637565,1,-5,1,-5,,0.2648751251399517,0.0
